age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,was_previously_contacted,age_group,campaign_group,job_group,cluster,pca1,pca2
55,management,married,university.degree,no,yes,no,cellular,aug,tue,101,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,2,white_collar,1,1.0635930189385723,-0.20996388631226956
38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,194,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,4-5,white_collar,1,1.1220049979381859,0.49529068361113404
29,admin.,married,university.degree,no,no,no,cellular,aug,tue,124,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,26-35,2,white_collar,1,1.0787890493808567,0.7781991937894589
39,technician,divorced,professional.course,unknown,yes,no,cellular,aug,tue,41,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,6+,blue_collar,1,1.2337585352717795,0.012801230719290046
52,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,31,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,6+,blue_collar,1,1.557873931681155,-1.2768607051988197
40,management,married,university.degree,no,no,no,cellular,aug,tue,17,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,6+,white_collar,1,1.4881688704033909,0.4897158295212386
32,admin.,married,university.degree,no,no,yes,cellular,aug,tue,301,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,26-35,3,white_collar,1,1.117655913375252,0.730043128798119
57,retired,married,basic.9y,no,yes,yes,cellular,aug,tue,1223,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0,56-65,4-5,not_working,1,1.088255832638195,-2.4043259287793335
35,technician,married,university.degree,no,yes,no,cellular,aug,tue,12,12,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,26-35,6+,blue_collar,1,1.4747099972451867,0.14462654094904845
48,services,married,basic.4y,unknown,yes,no,cellular,aug,tue,1000,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0,46-55,3,blue_collar,1,1.3067697520922634,-1.1477039603883668
35,technician,married,professional.course,no,yes,no,cellular,aug,tue,333,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,26-35,2,blue_collar,1,1.2796871629843516,-0.9392255418072047
54,admin.,married,university.degree,no,no,no,cellular,aug,tue,219,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,3,white_collar,1,1.2140728129730927,-0.17591342705078097
35,technician,married,university.degree,no,no,no,cellular,aug,tue,241,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,26-35,4-5,blue_collar,1,1.2611281413585331,0.0018222211164802828
43,technician,married,professional.course,unknown,no,no,cellular,aug,tue,471,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,4-5,blue_collar,1,1.5050264924759609,-1.2388368455695868
35,technician,married,university.degree,no,yes,no,cellular,aug,tue,55,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,26-35,2,blue_collar,1,1.0660009259344971,-0.008791904029322048
32,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,74,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,26-35,2,white_collar,1,0.8247293717544927,1.692294922440292
35,technician,single,professional.course,no,yes,no,cellular,aug,tue,300,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,26-35,2,blue_collar,1,0.698908505713077,1.2714788058416673
37,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,520,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,2,blue_collar,1,1.021850971099541,0.013648365457150955
60,unknown,married,unknown,unknown,yes,no,cellular,aug,tue,130,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,56-65,3,unknown,4,1.5847941960873055,-2.722192171189721
52,unemployed,divorced,high.school,no,no,no,cellular,aug,tue,96,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,2,not_working,1,0.6902016966956867,-0.7332584840164639
46,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,66,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,2,white_collar,1,1.0296043906125523,0.13903972120943828
47,self-employed,married,university.degree,no,no,no,cellular,aug,tue,320,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,3,white_collar,1,1.1876372131639659,0.09553382324388056
51,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,36,19,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,6+,blue_collar,1,2.0854192101266054,-1.0386385481134148
52,blue-collar,married,basic.4y,no,yes,no,cellular,aug,tue,234,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,2,blue_collar,1,1.2810049019949812,-1.318158519340296
32,technician,divorced,high.school,no,unknown,unknown,cellular,aug,tue,301,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,26-35,6+,blue_collar,3,1.549009278014371,0.37994048454096396
33,admin.,married,university.degree,no,no,no,cellular,aug,tue,75,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,26-35,2,white_collar,1,1.0938951064146434,0.6230864793353666
29,admin.,single,high.school,no,no,no,cellular,aug,tue,78,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,26-35,2,white_collar,1,0.5998356196094191,2.52297822536653
32,technician,single,high.school,no,no,no,cellular,aug,tue,162,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,26-35,6+,blue_collar,1,1.016070611598169,1.9549868555211438
59,housemaid,married,unknown,unknown,yes,no,cellular,aug,tue,72,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,56-65,2,blue_collar,1,1.319904661661327,-2.008321327085992
41,unemployed,divorced,professional.course,no,unknown,unknown,cellular,aug,tue,271,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,3,not_working,3,1.0189411860804907,-1.150637284298666
40,technician,single,high.school,no,yes,no,cellular,aug,tue,76,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,2,blue_collar,1,0.6059300674552929,1.5420962344801348
50,services,married,high.school,unknown,no,no,cellular,aug,tue,10,13,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,6+,blue_collar,1,1.7874392469146905,-0.9076991736776318
50,blue-collar,married,basic.4y,no,no,no,telephone,aug,tue,39,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,3,blue_collar,1,1.4277081817710549,-1.2453298814652847
53,unknown,married,unknown,unknown,no,no,cellular,aug,tue,12,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,6+,unknown,4,1.9169694402264905,-2.3787634177579084
33,technician,married,professional.course,unknown,yes,no,cellular,aug,tue,30,14,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,26-35,6+,blue_collar,1,1.7625850200402857,-0.6775670506061141
44,technician,married,professional.course,no,no,no,cellular,aug,tue,59,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,6+,blue_collar,1,1.5905448209965456,-1.2469313351874358
50,housemaid,married,unknown,no,no,no,cellular,aug,tue,287,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,3,blue_collar,1,1.440172341628274,-1.6640454389163186
58,blue-collar,married,basic.6y,no,yes,no,cellular,aug,tue,140,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,56-65,3,blue_collar,0,1.5106553427078833,-2.0555776829049393
35,admin.,single,university.degree,no,yes,no,cellular,aug,tue,63,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,26-35,2,white_collar,1,0.40728407649836423,2.7763040336070635
55,admin.,married,university.degree,no,yes,no,cellular,aug,tue,358,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,2,white_collar,1,1.0635930189385723,-0.20996388631226956
54,admin.,married,university.degree,no,yes,no,cellular,aug,tue,120,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,3,white_collar,1,1.1006874118111947,-0.15584386320090926
60,technician,married,university.degree,no,yes,no,cellular,aug,tue,11,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,56-65,6+,blue_collar,1,1.405639225182078,-0.8861953023803768
48,technician,single,university.degree,unknown,no,no,cellular,aug,tue,532,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,6+,blue_collar,1,0.8929277979713413,1.7697776247809003
43,management,married,university.degree,no,no,no,cellular,aug,tue,175,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,3,white_collar,1,1.1725311561301792,0.2506465376979728
31,admin.,married,university.degree,no,yes,no,cellular,aug,tue,157,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,26-35,4-5,white_collar,1,1.0546984909979902,0.7513960894079585
51,admin.,married,university.degree,no,yes,no,cellular,aug,tue,112,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,6+,white_collar,1,1.2528414975601305,0.021858050631008173
47,admin.,divorced,university.degree,no,no,yes,cellular,aug,tue,264,19,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,6+,white_collar,1,1.5628489209473522,1.4242702260520674
42,admin.,married,university.degree,no,yes,no,cellular,aug,tue,172,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,3,white_collar,1,1.0553692407098345,0.30949428016136765
46,entrepreneur,married,high.school,no,yes,no,cellular,aug,tue,435,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,4-5,white_collar,1,1.254042339505596,-0.2808600613688499
42,admin.,married,university.degree,no,yes,no,cellular,aug,tue,84,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,4-5,white_collar,1,1.0962401478409036,0.32483612465920475
47,admin.,married,university.degree,no,yes,no,cellular,aug,tue,653,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,4-5,white_collar,1,1.1559936262642059,0.1462870760894264
36,technician,married,professional.course,no,no,no,cellular,aug,tue,205,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,4-5,blue_collar,1,1.5194617997979032,-0.9520477507770884
47,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,tue,110,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,2,blue_collar,1,1.3755077318646458,-1.1443371901225525
38,technician,married,high.school,no,no,no,cellular,aug,tue,100,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,4-5,blue_collar,1,1.415153818764779,-0.5650957862980515
47,management,married,university.degree,no,yes,no,cellular,aug,tue,133,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,6+,white_collar,1,1.2786063476574128,0.19231260958293755
37,technician,single,university.degree,no,no,no,cellular,aug,tue,277,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,2,blue_collar,1,0.6061606983420139,2.104286522542631
47,entrepreneur,married,high.school,no,yes,yes,cellular,aug,tue,303,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,4-5,white_collar,1,1.2444852678520288,-0.2668016136309808
52,technician,married,high.school,no,yes,yes,cellular,aug,tue,263,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,2,blue_collar,1,1.2186933099159136,-1.0811096301796217
42,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,265,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,6+,blue_collar,1,1.4085717065713954,-0.042165927129930954
53,unknown,married,basic.4y,unknown,no,no,cellular,aug,tue,107,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,2,unknown,4,1.6184089304517888,-2.067440771791734
42,admin.,married,university.degree,no,no,no,cellular,aug,tue,77,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,3,white_collar,1,1.1687546418717325,0.28942471631149597
42,management,married,university.degree,no,no,yes,cellular,aug,tue,130,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,3,white_collar,1,1.1554210559597187,0.3422613426628881
37,services,married,high.school,no,no,no,cellular,aug,tue,377,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,6+,blue_collar,1,1.4931191187684703,-0.49563391868885415
29,admin.,single,university.degree,no,yes,no,cellular,aug,tue,155,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,26-35,3,white_collar,1,0.42549589807875315,3.024314949786039
52,blue-collar,married,high.school,no,yes,no,cellular,aug,tue,454,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,2,blue_collar,1,1.2320268958279275,-1.1339462565310137
57,admin.,married,university.degree,unknown,yes,yes,cellular,aug,tue,61,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,56-65,4-5,white_collar,1,1.1395542758055899,-0.20399992819224935
46,services,married,high.school,no,yes,no,cellular,aug,tue,183,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,3,blue_collar,1,1.2502387174083163,-0.8859353403520382
57,technician,single,professional.course,no,yes,yes,cellular,aug,tue,218,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,56-65,4-5,blue_collar,1,0.8504000477490281,0.5018791916912251
55,management,married,university.degree,no,yes,yes,cellular,aug,tue,384,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,4-5,white_collar,1,1.1320012472886964,-0.1264435709652033
31,management,married,university.degree,no,yes,no,cellular,aug,tue,57,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,26-35,6+,white_collar,1,1.136440305260128,0.7820797784036326
55,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,209,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,4-5,blue_collar,1,1.4838577699257502,-1.7699332697766983
38,technician,married,high.school,no,no,no,cellular,aug,tue,89,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,2,blue_collar,1,1.2925410973715719,-0.6111213197915626
29,admin.,single,university.degree,no,no,no,cellular,aug,tue,82,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,26-35,3,white_collar,1,0.5388812992406511,3.004245385936167
47,admin.,married,university.degree,no,unknown,unknown,cellular,aug,tue,225,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,2,white_collar,3,1.364315535579528,-0.31458030907666673
44,technician,married,professional.course,no,no,no,cellular,aug,tue,168,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,6+,blue_collar,1,1.5905448209965456,-1.2469313351874358
45,services,married,basic.6y,unknown,no,no,cellular,aug,tue,98,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,4-5,blue_collar,0,1.6566878727721124,-1.5408472357833365
57,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,tue,366,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,56-65,6+,blue_collar,1,1.6993692243665952,-1.4247260647729239
29,services,married,professional.course,unknown,yes,no,cellular,aug,tue,2089,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0,26-35,6+,blue_collar,1,1.4205117059579475,-0.6451890921347181
54,admin.,married,high.school,no,no,no,cellular,aug,tue,84,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,4-5,white_collar,1,1.3976398547350675,-0.6111550541269063
48,admin.,married,professional.course,no,no,no,cellular,aug,tue,369,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,4-5,white_collar,1,1.445970871603336,-0.8583361486496881
56,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,125,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,56-65,2,white_collar,1,1.067369533197019,-0.2487420649257926
37,blue-collar,single,professional.course,no,no,no,cellular,aug,tue,109,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,6+,blue_collar,1,1.1876850995714894,1.3119294852452827
48,admin.,divorced,university.degree,unknown,no,no,cellular,aug,tue,58,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,4-5,white_collar,1,1.0077663212828467,1.1178695981174336
38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,35,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,6+,white_collar,1,1.1628759050692548,0.5106325281089712
58,retired,married,basic.4y,no,no,no,cellular,aug,tue,556,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0,56-65,6+,not_working,1,1.1907116373394002,-2.119202705006939
47,admin.,married,university.degree,no,yes,no,cellular,aug,tue,100,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,3,white_collar,1,1.0742518120020679,0.11560338709375226
51,services,married,high.school,unknown,no,yes,cellular,aug,tue,20,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,4-5,blue_collar,1,1.4509149182125718,-1.016375481922459
42,self-employed,single,university.degree,no,yes,no,cellular,aug,tue,133,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,6+,white_collar,1,0.5972033048317669,2.56622416130375
57,admin.,married,university.degree,unknown,no,no,cellular,aug,tue,101,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,56-65,2,white_collar,1,1.1845314486173637,-0.30758980738918734
46,housemaid,married,basic.4y,no,no,no,cellular,aug,tue,240,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,4-5,blue_collar,1,1.453473031868337,-1.0748753225133554
56,services,divorced,high.school,unknown,yes,no,cellular,aug,tue,59,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,56-65,4-5,blue_collar,1,1.1043564538532173,-0.21260317300019324
46,admin.,married,university.degree,unknown,no,no,cellular,aug,tue,515,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,6+,white_collar,1,1.429086141691933,0.22636306884442595
59,retired,married,university.degree,no,yes,no,cellular,aug,tue,130,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,56-65,6+,not_working,1,1.0937831452933342,-1.4264063628981596
55,blue-collar,married,basic.9y,no,no,no,telephone,aug,tue,361,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,46-55,6+,blue_collar,1,1.842468613874062,-1.6979517666395478
36,technician,married,university.degree,no,no,no,cellular,aug,tue,99,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,36-45,4-5,blue_collar,1,1.3057755627480487,-0.02161411299920568
58,blue-collar,divorced,basic.6y,unknown,no,no,cellular,aug,tue,272,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,56-65,6+,blue_collar,0,1.5221351519923536,-0.9838496042720608
58,housemaid,married,professional.course,no,yes,no,cellular,aug,tue,98,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,56-65,6+,blue_collar,1,1.693514247977177,-1.708388893935539
47,technician,married,professional.course,no,yes,no,cellular,aug,wed,58,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,46-55,3,blue_collar,1,1.3655750345846804,-1.3892753435233962
55,management,married,university.degree,no,yes,no,cellular,aug,wed,52,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,46-55,2,white_collar,1,1.063291812306472,-0.21001738916402155
44,technician,divorced,professional.course,no,no,no,cellular,aug,wed,157,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,36-45,2,blue_collar,1,1.1613707654384655,-0.2779219515391343
40,technician,married,professional.course,no,yes,no,cellular,aug,wed,609,8,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0,36-45,6+,blue_collar,1,1.5434939704308985,-1.0411188707395496
37,blue-collar,single,professional.course,no,no,no,cellular,aug,wed,94,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,36-45,3,blue_collar,1,0.8604166358908372,1.1891412264108343
41,admin.,married,university.degree,no,no,no,cellular,aug,wed,108,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,36-45,4-5,white_collar,1,1.2055478281122545,0.34349123657110414
33,admin.,single,university.degree,no,yes,no,cellular,aug,wed,116,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,26-35,2,white_collar,1,0.3994298413493707,2.8538068879823575
48,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,87,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,46-55,4-5,white_collar,1,1.1052644408474694,0.14495017647770622
48,blue-collar,married,high.school,no,yes,no,cellular,aug,wed,128,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,46-55,6+,blue_collar,1,1.3801032606863164,-0.9175196669373252
39,admin.,married,university.degree,no,yes,no,cellular,aug,wed,581,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0,36-45,4-5,white_collar,1,1.0846093984334633,0.44111715764802195
52,housemaid,married,basic.4y,no,yes,no,cellular,aug,wed,20,24,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,46-55,6+,blue_collar,1,2.1798636522463974,-0.9806914432396332
48,admin.,married,university.degree,no,yes,no,cellular,aug,wed,113,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,46-55,2,white_collar,1,1.0368562124973455,0.061429861130640064
44,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,18,11,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,36-45,6+,white_collar,1,1.1241990992414757,1.385049440556668
45,admin.,married,basic.9y,no,yes,yes,cellular,aug,wed,106,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,36-45,3,white_collar,1,1.313648735501242,-0.7703186146521506
40,admin.,married,university.degree,no,no,no,cellular,aug,wed,154,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,36-45,2,white_collar,1,1.12002949959167,0.3515857261889531
29,admin.,single,university.degree,no,no,no,cellular,aug,wed,130,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,26-35,6+,white_collar,1,0.6611928140017578,3.050217416577926
43,technician,married,professional.course,no,no,no,cellular,aug,wed,146,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,36-45,4-5,blue_collar,1,1.5047252858438607,-1.238890348421339
47,technician,divorced,high.school,no,yes,no,cellular,aug,wed,56,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,46-55,4-5,blue_collar,1,1.070066618895097,0.13634693166976253
29,technician,single,professional.course,no,no,no,cellular,aug,wed,185,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,26-35,4-5,blue_collar,1,0.8710754289543325,1.5147084998168558
31,technician,single,high.school,no,no,no,cellular,aug,wed,1033,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0,26-35,3,blue_collar,1,0.7258965407901395,1.8863186197980555
37,blue-collar,single,professional.course,no,yes,no,cellular,aug,wed,503,8,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,36-45,6+,blue_collar,1,0.9513857703842838,1.2859200127498913
36,technician,married,professional.course,no,yes,no,cellular,aug,wed,95,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,36-45,4-5,blue_collar,1,1.4057751920039048,-0.9320316897789688
59,admin.,divorced,professional.course,unknown,yes,no,cellular,aug,wed,87,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,56-65,2,white_collar,1,1.0266948859884093,-0.2651334769045946
30,technician,single,professional.course,no,no,no,cellular,aug,wed,105,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,26-35,4-5,blue_collar,1,0.8748519432127793,1.4759303212033328
57,retired,married,basic.4y,unknown,yes,no,cellular,aug,wed,57,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,56-65,2,not_working,1,0.9097648867626792,-2.1217758433866445
53,unknown,married,basic.4y,unknown,no,no,cellular,aug,wed,124,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,46-55,4-5,unknown,4,1.6998495380818264,-2.036810585647812
52,unknown,married,unknown,unknown,no,no,cellular,aug,wed,52,11,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,46-55,6+,unknown,4,1.9946335335980816,-2.309355053000463
41,technician,single,high.school,no,yes,no,cellular,aug,wed,219,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,36-45,3,blue_collar,1,0.6502762822127083,1.5186063975126967
43,admin.,married,university.degree,no,yes,no,cellular,aug,wed,281,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,36-45,4-5,white_collar,1,1.09971545546725,0.28600444319392954
48,entrepreneur,married,high.school,no,no,no,cellular,aug,wed,57,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,46-55,4-5,white_collar,1,1.374679562552287,-0.37853948529751985
59,retired,married,university.degree,no,no,no,cellular,aug,wed,97,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,56-65,6+,not_working,1,1.084254618429925,-1.4925549630932946
36,admin.,married,university.degree,unknown,yes,no,cellular,aug,wed,155,11,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,36-45,6+,white_collar,1,1.359376205575606,0.6648446049734505
41,technician,married,professional.course,no,yes,no,cellular,aug,wed,84,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,36-45,2,blue_collar,1,1.3020450419029315,-1.171948116340095
52,technician,married,high.school,no,yes,no,cellular,aug,wed,13,14,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,46-55,6+,blue_collar,1,1.7221765747686548,-0.9498976254087214
55,management,married,university.degree,no,yes,no,cellular,aug,wed,130,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,46-55,6+,white_collar,1,1.267646347961817,-0.13330816667483625
45,technician,married,professional.course,no,yes,yes,cellular,aug,wed,136,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,36-45,6+,blue_collar,1,1.46730114154898,-1.2128568264514472
46,admin.,married,university.degree,unknown,no,no,telephone,aug,wed,39,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,46-55,4-5,white_collar,1,1.265301306535557,0.16494218800132568
51,technician,married,high.school,no,yes,no,cellular,aug,wed,360,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,46-55,4-5,blue_collar,1,1.3096909891995183,-1.0645378917735684
